марка материала,химический состав %,,,,,,,,механические свойства,,,,примечание
,C,Si,Mn,P,S,Cr,Ni,Ti,"сигма 20, МПа","сигма_в20, МПа",ан,А5,
,соответствует требованиям ГОСТ,,,,,,,,соотвествует требованиям ГОСТ,,,,
