Наименование элемента,"Кол., шт.",Размеры Диаметр внутренний или наружний,Размеры Толщина стенки Длина (высота),Размеры,Материал Марка,Размеры,Материал Гост или ТУ
стенка резервуара,-,10420,-,8860,-,-
0 пояс,1,-,4,400,Cm3cn,ГОСТ380
1 пояс,1,-,4,1035,-,-
2 пояс,1,-,4,1475,-,-
3 пояс,1,-,4,1500,-,-
4 пояс,1,-,4,1475,-,-
5 пояс,1,-,4,1500,-,-
6 пояс,2,-,4,1475,-,-
настил крыши,1,10420,3,-,-,-
днище,1,10420,5,-,-,-
