сталь деталь,Расчетная температура С,Предел текучести при расчетное температуре МПа Rp0.2,Предел прочности при расчетной температуре МПа Rm,Допускаемое напряжение при расчетной температуре МПа [G]1,Предел текучести при 20 C МПа Rp_20_0.2,Допуск напр. При 20 С МПа [G]_20,Отношение доп.напряжений [G]_20/[G]1
сталь 25 корпус,50,395,615,256.2,395,256.2,1
