Элемент конструкции,Внутренний диаметр мм D,Длина (высота) мм L,Исполнительная толщина стенки по паспорту мм Sи,Исполнительная толщина стенки по протоколу толщинометрии мм S1*,Фактическое минимальное значение толщины стенки за весь период эксплуатации мм S1
Цилиндрическая обечайка корпуса,1000,6000,130,135.1,132.8
