Элемент конструкции,Расчетная толщина стенки мм S,Минимально допустимая толщина стенки мм Smin,Фактическая минимальная толщина по данным толщинометрии за весь период эксплуатации (с учетом погрешности измерений) мм S1
корпус аппарата,66.5,66.5,132.8
